id,title,organization,publication_date,url,source_domain,cve,product,severity,summary,collection_date,crawl_job_id
1811,CVE-2020-37264,NVD,2026-08-11 15:17:22.557000,https://nvd.nist.gov/vuln/detail/CVE-2020-37264,nvd.nist.gov,CVE-2020-37264,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1810,CVE-2020-37263,NVD,2026-08-11 15:17:22.493000,https://nvd.nist.gov/vuln/detail/CVE-2020-37263,nvd.nist.gov,CVE-2020-37263,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1809,CVE-2020-37262,NVD,2026-08-11 15:17:22.430000,https://nvd.nist.gov/vuln/detail/CVE-2020-37262,nvd.nist.gov,CVE-2020-37262,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1808,CVE-2020-37261,NVD,2026-08-11 15:17:22.370000,https://nvd.nist.gov/vuln/detail/CVE-2020-37261,nvd.nist.gov,CVE-2020-37261,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1807,CVE-2020-37260,NVD,2026-08-11 15:17:22.310000,https://nvd.nist.gov/vuln/detail/CVE-2020-37260,nvd.nist.gov,CVE-2020-37260,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1806,CVE-2020-37259,NVD,2026-08-11 15:17:22.250000,https://nvd.nist.gov/vuln/detail/CVE-2020-37259,nvd.nist.gov,CVE-2020-37259,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1805,CVE-2020-37258,NVD,2026-08-11 15:17:22.190000,https://nvd.nist.gov/vuln/detail/CVE-2020-37258,nvd.nist.gov,CVE-2020-37258,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1804,CVE-2020-37257,NVD,2026-08-11 15:17:21.503000,https://nvd.nist.gov/vuln/detail/CVE-2020-37257,nvd.nist.gov,CVE-2020-37257,,,Rejected reason: This CVE ID has been rejected.,2026-08-18 14:31:11,55
1803,Ray-Project Ray Code Injection Vulnerability,CISA,2026-08-17 00:00:00.000000,https://www.cisa.gov/known-exploited-vulnerabilities-catalog?search_api_fulltext=CVE-2025-62593,cisa.gov,CVE-2025-62593,Ray,,Ray-Project Ray contains a code injection vulnerability that could allow remote code execution. Developers using Ray as a development tool may be exposed to this vulnerability exploitable through Firefox and Safari.,2026-08-18 07:26:14,49
1802,CVE-2026-13738,NVD,2026-08-11 12:17:37.923000,https://nvd.nist.gov/vuln/detail/CVE-2026-13738,nvd.nist.gov,CVE-2026-13738,Commvault Cloud,critical,"CommServe contained an authorization bypass vulnerability affecting a limited set of command execution operations.  Software customers upgrade to resolved maintenance release.  Update all Commvault installations, including Commserve, Webserver, Command Center, Media Agents, Clients and HyperScale X.",2026-08-18 07:22:15,48
1801,CVE-2026-13737,NVD,2026-08-11 12:17:37.180000,https://nvd.nist.gov/vuln/detail/CVE-2026-13737,nvd.nist.gov,CVE-2026-13737,Commvault Cloud,critical,"CommServe contained an allowlist bypass vulnerability affecting command execution authorization.  Software customers upgrade to resolved maintenance release. Update all Commvault installations, including Commserve, Webserver, Command Center, Media Agents, Clients and HyperScale X.",2026-08-18 07:22:15,48
1800,CVE-2026-58231,NVD,2026-08-11 11:17:15.390000,https://nvd.nist.gov/vuln/detail/CVE-2026-58231,nvd.nist.gov,CVE-2026-58231,SAP Commerce Cloud (Data Hub Adapter),critical,"SAP Commerce Cloud allows an unauthenticated
attacker to abuse a default authentication client and submit specially crafted
input to certain functions lacking sufficient validation. Successful
exploitation could enable arbitrary code execution and compromise internal
components, resulting in high impact on confidentiality, integrity, and
availability of the application.",2026-08-18 07:22:15,48
1799,CVE-2026-73162,NVD,2026-08-11 10:17:13.180000,https://nvd.nist.gov/vuln/detail/CVE-2026-73162,nvd.nist.gov,CVE-2026-73162,cti-transmute,medium,"Affected versions of MISP cti-transmute expose several state-changing account operations as GET requests:



  *  
/account/follow


  *  
/account/delete_notification


  *  
/account/mark_notification_read


  *  
/account/mark_all_read





These endpoints require authentication, but before the fix they could be invoked with simple GET requests. That makes them susceptible to cross-site request forgery because a third-party site can induce the victim’s browser to send authenticated GET requests automatically.


The patch converts the actions to POST or DELETE and updates the frontend to include an X-CSRFToken header, providing explicit CSRF protection for those state-changing operations.",2026-08-18 07:22:15,48
1798,CVE-2026-33922,NVD,2026-08-11 10:17:12.257000,https://nvd.nist.gov/vuln/detail/CVE-2026-33922,nvd.nist.gov,CVE-2026-33922,Arc,medium,"A path traversal vulnerability was discovered in the Offline archives functionality of the local web interface due to insufficient validation of an input parameter. A local user with administrative credentials for the web interface could submit an archive name containing traversal sequences and delete arbitrary files reachable by the Arc process, which runs with administrative privileges on the host.",2026-08-18 07:22:15,48
1797,CVE-2026-33921,NVD,2026-08-11 10:17:11.963000,https://nvd.nist.gov/vuln/detail/CVE-2026-33921,nvd.nist.gov,CVE-2026-33921,Arc,medium,"The Windows installer deployed Npcap leaving its access restriction option at the insecure default value, so the driver was accessible to every local user of the host instead of being restricted to administrators only. A local user without administrative privileges could use the Npcap driver to capture the traffic reaching the host, which discloses information belonging both to the host and to other systems on the same network segment, and to send arbitrary raw packets on that segment.",2026-08-18 07:22:15,48
1796,CVE-2026-73161,NVD,2026-08-11 09:17:15.163000,https://nvd.nist.gov/vuln/detail/CVE-2026-73161,nvd.nist.gov,CVE-2026-73161,cti-transmute,medium,"Affected versions of cti-transmute improperly handle conversion-table values passed through the search highlighting feature. The highlight() function previously returned the underlying text directly when no search query was supplied, or performed a regex replacement that inserted <mark> tags without first escaping the original content. Because the resulting value is used by an HTML-rendering sink, malicious markup contained in conversion data could be interpreted as HTML rather than displayed as text.

The fix introduces a shared highlightMatches() helper that first converts special characters such as <, >, &, and quotes into HTML entities. Only after escaping does the code insert the application-controlled <mark> element used for search highlighting.",2026-08-18 07:22:15,48
1795,CVE-2026-73160,NVD,2026-08-11 09:17:15.030000,https://nvd.nist.gov/vuln/detail/CVE-2026-73160,nvd.nist.gov,CVE-2026-73160,cti-transmute,high,"Affected versions of cti-transmute contain an SSRF vulnerability in the /fetch_misp_event and /misp_search_events endpoints.


The URL validation routine checked whether a supplied hostname was itself an IP literal and rejected private, loopback, link-local, or reserved IPs. However, ordinary domain names were accepted without resolving them first. An attacker could therefore use a hostname whose DNS record pointed to an internal address and cause the cti-transmute server to issue requests into its internal network. The commit explicitly states that anonymous callers could make the server request the internal target and read the response.


The fix resolves hostnames using socket.getaddrinfo(), checks that every resolved address is globally routable, and additionally places @login_required on both affected MISP fetch/search routes.",2026-08-18 07:22:15,48
1794,CVE-2026-73159,NVD,2026-08-11 09:17:14.897000,https://nvd.nist.gov/vuln/detail/CVE-2026-73159,nvd.nist.gov,CVE-2026-73159,cti-transmute,medium,"Affected versions of cti-transmute allow a tag's icon value to be stored and later interpolated into HTML through Vue's v-html. The helper mapIcon() previously constructed an HTML string directly from the icon value:


<i class=""fas fa-${name}""></i>


Because the icon is user-supplied, a crafted value could break out of the intended markup and inject attacker-controlled HTML. When the affected tag was later rendered, including on the administrative triage interface, the payload could execute in the viewer's browser.


The patch mitigates the issue at multiple layers: v-html is replaced with Vue :class binding, mapIcon() now returns only a constrained FontAwesome class string, and the backend validates icons against the FontAwesome catalogue or a strict [a-z0-9-]{1,40} slug pattern before storing them.",2026-08-18 07:22:15,48
1793,CVE-2026-73158,NVD,2026-08-11 09:17:14.763000,https://nvd.nist.gov/vuln/detail/CVE-2026-73158,nvd.nist.gov,CVE-2026-73158,cti-transmute,medium,"Affected versions of cti-transmute insufficiently validate saved graph configuration data. Graph configurations can contain style properties that are later consumed by Pivotick, and Pivotick interprets svgIcon as HTML. Because saved configurations may be created by one user and later displayed to other users—including administrators—a malicious user could store a crafted svgIcon value that executes script in another viewer’s browser.


The fix introduces a strict configuration schema on both the server and client. Only known properties are accepted, style entries are limited to shape, color, and size, and dangerous properties such as svgIcon and iconClass are explicitly rejected. Existing stored configurations are also sanitized when listed and again before being applied in the browser.",2026-08-18 07:22:15,48
1792,CVE-2026-73157,NVD,2026-08-11 09:17:14.633000,https://nvd.nist.gov/vuln/detail/CVE-2026-73157,nvd.nist.gov,CVE-2026-73157,cti-transmute,low,"Affected versions of cti-transmute render data obtained from a remote MISP instance into the event-browser interface using HTML interpolation. Because fields such as event IDs, event information, organization names, tags, tag colors, TLP labels, distribution labels, and error/flash text may be controlled by the remote MISP server, a malicious or compromised remote instance could return crafted values that inject HTML or script-capable content into the cti-transmute interface.


The patch explicitly notes that remote-derived values must not reach innerHTML, and replaces string-built rows and badges with DOM nodes populated through textContent. It also restricts remote-controlled tag colors to six-digit hexadecimal values, preventing malicious CSS values such as url(...).",2026-08-18 07:22:15,48
1791,CVE-2026-72694,NVD,2026-08-11 09:17:14.493000,https://nvd.nist.gov/vuln/detail/CVE-2026-72694,nvd.nist.gov,CVE-2026-72694,Red Hat Enterprise Linux 10,high,"A flaw was found in MRTG. When the MRTG daemon is started as a root user and subsequently drops privileges, a local, low-privileged attacker can exploit a symbolic link (symlink) following vulnerability. By influencing or pre-placing a symlink in the process ID (PID) file path, the attacker can trick the root process into changing the ownership of an arbitrary existing file to the daemon user. This can lead to local privilege escalation, allowing unauthorized access to or modification of sensitive files.",2026-08-18 07:22:15,48
1790,CVE-2026-72693,NVD,2026-08-11 09:17:14.340000,https://nvd.nist.gov/vuln/detail/CVE-2026-72693,nvd.nist.gov,CVE-2026-72693,Red Hat Hardened Images,high,"`openvt -u` is intended to identify the owner of the current VT and then execute `login` as that user from a privileged context. In the documented `kbrequest`/init usage, the ownership test in `authenticate_user()` relies on `stat(""/proc/<pid>/fd/0"")`. `stat()` on `/proc/<pid>/fd/0` follows the symlink to the underlying TTY device node. As a result, `buf.st_uid` reflects the owner of the TTY node rather than the owner of the process holding the file descriptor. If the TTY owner returns to `root` or the getty owner after logout while an unprivileged process still has `fd 0` attached to that TTY, the check can incorrectly treat that process as belonging to the privileged console owner. Once that check succeeds, the `-u` path executes a passwordless login as the selected user. In the documented `kbrequest`/init deployment using `openvt -us`, this can result in passwordless `login -f root` on the spawned VT. This report establishes that privilege escalation path for that documented deployment; it does not claim equivalent reachability for deployments that do not use `openvt -u` from a privileged `kbrequest`/init path.",2026-08-18 07:22:15,48
1789,CVE-2026-71218,NVD,2026-08-11 09:17:14.200000,https://nvd.nist.gov/vuln/detail/CVE-2026-71218,nvd.nist.gov,CVE-2026-71218,Red Hat Enterprise Linux 10,medium,"A flaw was found in iperf3. A remote unauthenticated attacker can exploit a vulnerability in the `JSON_read()` function, which accepts a peer-controlled message length and allocates memory without an upper bound. This allows the attacker to trigger excessive memory consumption, leading to a Denial of Service (DoS) through memory exhaustion, severe slowdown, or termination of the iperf3 service.",2026-08-18 07:22:15,48
1788,CVE-2026-71217,NVD,2026-08-11 09:17:14.057000,https://nvd.nist.gov/vuln/detail/CVE-2026-71217,nvd.nist.gov,CVE-2026-71217,Red Hat Enterprise Linux 10,high,"A flaw was found in iperf3. A remote attacker can exploit this vulnerability by sending crafted control-channel JSON with oversized numeric parameters, such as `parallel` and `len`, which are not properly validated by the server. This improper input validation can lead to excessive stream and thread creation, as well as large buffer allocations, causing resource exhaustion. Consequently, this can result in a Denial of Service (DoS) on the affected iperf3 server.",2026-08-18 07:22:15,48
1787,CVE-2026-15567,NVD,2026-08-11 09:17:13.530000,https://nvd.nist.gov/vuln/detail/CVE-2026-15567,nvd.nist.gov,CVE-2026-15567,Red Hat JBoss Enterprise Application Platform 7.4.25,high,A flaw was found in Wildfly. A remote unauthenticated attacker can trigger OutOfMemoryError as CSIv2Util's GSS token decoder reads an attacker-controlled length field without bounds checking and attempts to allocate a byte array of that size.,2026-08-18 07:22:15,48
1786,CVE-2026-15565,NVD,2026-08-11 09:17:13.370000,https://nvd.nist.gov/vuln/detail/CVE-2026-15565,nvd.nist.gov,CVE-2026-15565,Red Hat JBoss Enterprise Application Platform 7.4.25,high,A flaw was found in Undertow. A remote attacker can cause Out of Memory on websockets endpoint without authentication on any @ServerEndpoint class that has any @OnMessage method. This allows an attacker to cause Denial of Service attack without authentication and using only a standard WebSocket handshake.,2026-08-18 07:22:15,48
1785,CVE-2026-15563,NVD,2026-08-11 09:17:13.233000,https://nvd.nist.gov/vuln/detail/CVE-2026-15563,nvd.nist.gov,CVE-2026-15563,Red Hat JBoss Enterprise Application Platform 7.4.25,high,"A flaw was found in EAP's IIOP. The listener's NameService would accept bind operations without authentication, allowing an attacker to hijack JNDI lookups and binding them to a malicious ORB, achieving MITM or DoS on further invocations.",2026-08-18 07:22:15,48
1784,CVE-2026-15562,NVD,2026-08-11 09:17:13.100000,https://nvd.nist.gov/vuln/detail/CVE-2026-15562,nvd.nist.gov,CVE-2026-15562,Red Hat JBoss Enterprise Application Platform 7.4.25,high,"A flaw was found in EAP's jboss-remoting. A remote unauthenticated attacker who can reach :8080 (or :9990, or :4447) and complete an Upgrade: jboss-remoting handshake can cause OOM errors that degrade requests server-wide, leading to denial of service.",2026-08-18 07:22:15,48
1783,CVE-2026-15561,NVD,2026-08-11 09:17:12.963000,https://nvd.nist.gov/vuln/detail/CVE-2026-15561,nvd.nist.gov,CVE-2026-15561,Red Hat JBoss Enterprise Application Platform 7.4.25,high,"A flaw was found in EAP's undertow http/1.1 chunked-transfer decoder. missing limits on size and count would allow an attacker to use an unauthenticated connection to drive the JVM to an OutOfMemory error, stopping all deployments on the listener, and achieving Denial of Service.",2026-08-18 07:22:15,48
1782,CVE-2026-15560,NVD,2026-08-11 09:17:12.823000,https://nvd.nist.gov/vuln/detail/CVE-2026-15560,nvd.nist.gov,CVE-2026-15560,Red Hat JBoss Enterprise Application Platform 7.4.25,high,"when EAP runs with -secmgr, the openjdk-orb's JDKBridge honours attacker-supplied CDR codebase URLs during object unmarshalling on :3528, allowing an unauthenticated attacker to load and instantiate arbitrary classes from a remote URL in the server JVM before EJB security interceptors run.",2026-08-18 07:22:15,48
1781,CVE-2026-15556,NVD,2026-08-11 09:17:12.687000,https://nvd.nist.gov/vuln/detail/CVE-2026-15556,nvd.nist.gov,CVE-2026-15556,Red Hat JBoss Enterprise Application Platform 7.4.25,high,A flaw was found in Picketlink's SP signature validation; a SAML response containing zero assertion elements matching the signature check can allow an attacker to forge a SAML response and auth as any principal with any roles on the protected application.,2026-08-18 07:22:15,48
1780,CVE-2026-15555,NVD,2026-08-11 09:17:12.540000,https://nvd.nist.gov/vuln/detail/CVE-2026-15555,nvd.nist.gov,CVE-2026-15555,Red Hat JBoss Enterprise Application Platform 7.4.25,high,A flaw was found in JBoss marshalling. The Infinispan session replication path deserializes replicated session data via the JBoss Marshalling River unmarshaller with no class filtering — enabling RCE via deserialization gadget chains on every cluster node.,2026-08-18 07:22:15,48
1779,CVE-2026-15554,NVD,2026-08-11 09:17:12.400000,https://nvd.nist.gov/vuln/detail/CVE-2026-15554,nvd.nist.gov,CVE-2026-15554,Red Hat JBoss Enterprise Application Platform 7.4.25,high,the Undertow AJP listener honours forged ssl_cert and is_ssl AJP attributes without requiring any shared-secret authentication. This enables an unauthenticated attacker with direct TCP access to port 8009 to bypass CLIENT-CERT authentication by injecting a forged X.509 certificate via the AJP protocol.,2026-08-18 07:22:15,48
1778,CVE-2026-10579,NVD,2026-08-11 09:17:12.260000,https://nvd.nist.gov/vuln/detail/CVE-2026-10579,nvd.nist.gov,CVE-2026-10579,Red Hat JBoss Enterprise Application Platform 7.4.25,critical,"A flaw was found in Picketlink Federation SAML; the unsolcited response handler would accept forged assertions with no verification or validation, permitting an unauthed attacker to authenticate as any principal in any role. This could lead to information disclosure, access to restricted operations, or other flaws.",2026-08-18 07:22:15,48
1777,CVE-2026-73156,NVD,2026-08-11 08:17:21.323000,https://nvd.nist.gov/vuln/detail/CVE-2026-73156,nvd.nist.gov,CVE-2026-73156,cti-transmute,medium,"Affected versions of cti-transmute fail to HTML-escape attacker-controlled values used in ECharts Sunburst and Treemap tooltip formatters. Slice names may originate directly from STIX or MISP data, including STIX types, relationship_type, pattern prefixes, and MISP category/type values. Since ECharts interprets the formatter return value as HTML, crafted values can inject markup or script-capable content into the tooltip.


An attacker who can cause malicious conversion data to be processed can therefore inject content that executes when another user views the visualization and hovers over the affected slice. The patch replaces direct interpolation with dedicated formatter functions that call escapeHtml() on p.name, p.data.value, and p.value.",2026-08-18 07:22:15,48
1776,CVE-2026-73155,NVD,2026-08-11 08:17:21.183000,https://nvd.nist.gov/vuln/detail/CVE-2026-73155,nvd.nist.gov,CVE-2026-73155,cti-transmute,medium,"Affected versions of cti-transmute allow authenticated users to add or remove emoji reactions on comments without first checking whether those users are authorized to view the target comment.


The vulnerable react() handler passed an attacker-controlled comment_id directly to comments_repo.toggle_reaction() after only validating that the ID existed syntactically and that the requested emoji was permitted. Because comment-level visibility was not enforced, a user who could identify the ID of a private or otherwise inaccessible comment could modify reaction state on that comment despite lacking permission to access it.


The fix retrieves the target comment, rejects missing or deleted comments, retrieves its associated conversion, and enforces access.can_see_comment(current_user, comment, conversion). Unauthorized requests now receive HTTP 403.",2026-08-18 07:22:15,48
1775,CVE-2026-73140,NVD,2026-08-11 08:17:21.040000,https://nvd.nist.gov/vuln/detail/CVE-2026-73140,nvd.nist.gov,CVE-2026-73140,cti-transmute,medium,"Affected versions of cti-transmute fail to apply comment-level access-control rules when generating evaluation report exports. Although normal comment retrieval filters comments according to conversion visibility, comment privacy, ownership, authorship, and administrative privileges, build_evaluation_report() previously included all evaluation comments without applying those rules.


Consequently, a user who was authorized to view a conversion could export its evaluation report as Markdown or PDF and obtain private evaluation comments that should only have been visible to the conversion owner, the comment author, or an administrator. The leaked report data also contained the comment author's name. The fix passes the requesting user into the report builder and filters every evaluation comment using the shared access.can_see_comment() authorization function.",2026-08-18 07:22:15,48
1774,CVE-2026-19519,NVD,2026-08-11 08:17:20.880000,https://nvd.nist.gov/vuln/detail/CVE-2026-19519,nvd.nist.gov,CVE-2026-19519,Red Hat Advanced Cluster Security 4,medium,"A flaw was found in claircore's RPM package scanner. Crafted RPM header data in a container layer can cause an unchecked type assertion to panic the scanner. The panic is not recovered, causing the Clair indexer process to crash, leading to a denial of service.",2026-08-18 07:22:15,48
1773,CVE-2026-19418,NVD,2026-08-11 08:17:20.533000,https://nvd.nist.gov/vuln/detail/CVE-2026-19418,nvd.nist.gov,CVE-2026-19418,TYPO3 CMS,high,"The referrer enforcement introduced with TYPO3-CORE-SA-2020-006 (CVE-2020-11069) became ineffective in TYPO3 v13.0, where TYPO3 CMS started serving the backend and Install Tool applications from the site's main entry script instead of the dedicated typo3/ directory.

Whether a request originated from the backend or Install Tool itself was determined by comparing the referrer against the directory of the entry script, which since then is the site root. As a consequence, requests originating from any script running on one of the TYPO3 instance's own domains, such as a frontend page, were accepted by backend routes and Install Tool endpoints.

Attackers able to execute JavaScript on one of those domains, for instance by exploiting a cross-site scripting vulnerability, could invoke these endpoints via Fetch/XHR with the privileges of an authenticated victim's user session. This issue affects TYPO3 CMS versions 13.0.0-13.4.33 and 14.0.0-14.3.5.",2026-08-18 07:22:15,48
1772,CVE-2026-74579: kernel: netfilter: nft_payload: fix mask build for partial field offload,Red Hat,2026-08-17 00:00:00.000000,https://access.redhat.com/security/cve/cve-2026-74579,access.redhat.com,CVE-2026-74579,kernel,low,kernel: netfilter: nft_payload: fix mask build for partial field offload,2026-08-18 07:10:08,44
1771,CVE-2026-19967: assimp: Assimp: Heap-based buffer overflow in file decompression,Red Hat,2026-08-17 00:30:11.000000,https://access.redhat.com/security/cve/cve-2026-19967,access.redhat.com,CVE-2026-19967,assimp,moderate,assimp: Assimp: Heap-based buffer overflow in file decompression,2026-08-18 07:10:08,44
1770,CVE-2026-19969: assimp: Assimp: Buffer overflow in 3DGS MDL7 model processing,Red Hat,2026-08-17 01:00:15.000000,https://access.redhat.com/security/cve/cve-2026-19969,access.redhat.com,CVE-2026-19969,assimp,moderate,assimp: Assimp: Buffer overflow in 3DGS MDL7 model processing,2026-08-18 07:10:08,44
